Game,Date,Date,Date,Team A,Team A,Team A,Team B,Team B,Team B,
809,2016,2,11,29,4,1,15,3,0,0
810,2016,2,11,14,2,0,19,5,1,0
811,2016,2,11,8,4,1,21,3,0,0
812,2016,2,11,4,1,0,22,5,1,0
813,2016,2,11,5,6,1,24,5,0,2
814,2016,2,11,3,6,1,30,2,0,0
815,2016,2,12,5,1,0,2,4,1,0
816,2016,2,12,16,4,0,4,6,1,0
817,2016,2,12,23,2,1,6,1,0,2
818,2016,2,12,8,3,1,11,2,0,2
819,2016,2,12,25,5,1,13,3,0,0
820,2016,2,12,14,5,1,20,4,0,1
821,2016,2,12,17,3,0,26,4,1,1
822,2016,2,13,19,3,0,6,6,1,0
823,2016,2,13,21,2,0,9,4,1,0
824,2016,2,13,1,3,1,7,2,0,1
825,2016,2,13,29,3,0,10,4,1,0
826,2016,2,13,30,2,1,12,1,0,2
827,2016,2,13,17,5,1,13,0,0,0
828,2016,2,13,3,4,1,15,2,0,0
829,2016,2,13,18,2,1,22,1,0,1
830,2016,2,13,2,1,0,24,4,1,0
831,2016,2,13,27,5,1,28,2,0,0
832,2016,2,14,8,1,0,4,4,1,0
833,2016,2,14,3,5,0,11,6,1,0
834,2016,2,14,14,0,0,18,1,1,0
835,2016,2,14,22,1,0,20,3,1,0
836,2016,2,14,25,2,1,26,1,0,0
837,2016,2,15,16,2,0,2,6,1,0
838,2016,2,15,1,6,1,5,4,0,0
839,2016,2,15,27,2,0,7,7,1,0
840,2016,2,15,23,1,0,13,2,1,2
841,2016,2,15,10,3,1,17,2,0,1
842,2016,2,15,11,1,0,19,4,1,0
843,2016,2,15,15,5,1,28,2,0,0
844,2016,2,16,30,1,0,6,2,1,0
845,2016,2,16,3,2,1,9,1,0,1
846,2016,2,16,1,5,1,12,3,0,0
847,2016,2,16,22,6,1,18,3,0,0
848,2016,2,16,4,1,0,21,2,1,2
849,2016,2,16,10,1,0,25,2,1,1
850,2016,2,16,24,4,1,26,2,0,0
851,2016,2,16,14,1,0,29,3,1,0
852,2016,2,17,15,5,1,5,3,0,0
853,2016,2,17,16,2,0,8,3,1,0
854,2016,2,17,7,5,1,20,3,0,0
855,2016,2,18,10,3,0,2,6,1,0
856,2016,2,18,15,5,1,12,2,0,0
857,2016,2,18,24,2,1,13,1,0,2
858,2016,2,18,3,0,0,17,2,1,0
859,2016,2,18,29,3,1,19,2,0,1
860,2016,2,18,6,2,0,21,4,1,0
861,2016,2,18,11,3,0,23,6,1,0
862,2016,2,18,14,1,0,25,2,1,1
863,2016,2,18,30,5,0,26,6,1,2
864,2016,2,18,20,4,1,27,2,0,0
865,2016,2,18,1,5,1,28,2,0,0
866,2016,2,19,24,2,0,6,5,1,0
867,2016,2,19,4,4,1,9,0,0,0
868,2016,2,19,28,2,0,5,5,1,0
869,2016,2,19,22,2,0,16,3,1,2
870,2016,2,19,19,1,1,18,0,0,0
871,2016,2,20,25,6,1,2,4,0,0
872,2016,2,20,3,7,1,10,3,0,0
873,2016,2,20,8,3,1,12,2,0,0
874,2016,2,20,30,1,0,13,3,1,0
875,2016,2,20,14,2,1,17,1,0,1
876,2016,2,20,11,2,0,21,3,1,2
877,2016,2,20,26,4,1,23,2,0,0
878,2016,2,20,22,5,1,27,4,0,1
879,2016,2,20,18,3,0,29,4,1,0
880,2016,2,21,5,2,0,1,5,1,0
881,2016,2,21,23,4,1,4,3,0,0
882,2016,2,21,26,4,1,6,2,0,0
883,2016,2,21,7,1,0,15,6,1,0
884,2016,2,21,11,0,0,20,1,1,1
885,2016,2,21,8,1,0,28,5,1,0
886,2016,2,22,9,6,1,3,4,0,0
887,2016,2,22,17,2,1,16,1,0,2
888,2016,2,22,24,6,1,25,3,0,0
889,2016,2,22,2,2,0,29,3,1,0
890,2016,2,23,22,1,0,6,3,1,0
891,2016,2,23,9,1,0,11,2,1,2
892,2016,2,23,21,4,1,12,1,0,0
893,2016,2,23,5,1,0,14,2,1,0
894,2016,2,23,19,4,1,15,1,0,0
895,2016,2,23,20,2,0,18,5,1,0
896,2016,2,23,2,1,0,26,2,1,0
897,2016,2,23,17,3,1,27,2,0,0
898,2016,2,23,10,5,1,30,3,0,0
899,2016,2,24,4,0,0,1,1,1,0
900,2016,2,24,23,1,0,3,5,1,0
901,2016,2,24,24,3,0,8,4,1,2
902,2016,2,24,16,4,1,29,3,0,0
903,2016,2,25,18,1,0,9,6,1,0
904,2016,2,25,19,2,1,5,1,0,1
905,2016,2,25,17,3,1,7,1,0,0
906,2016,2,25,30,6,1,10,3,0,0
907,2016,2,25,2,2,0,13,3,1,0
908,2016,2,25,12,1,0,14,2,1,0
909,2016,2,25,15,2,0,22,3,1,0
910,2016,2,25,20,2,1,25,1,0,0
911,2016,2,25,6,1,0,27,3,1,0
912,2016,2,25,21,3,0,28,5,1,0
913,2016,2,26,12,1,0,1,2,1,1
914,2016,2,26,3,4,1,6,1,0,0
915,2016,2,26,26,4,1,18,0,0,0
916,2016,2,26,4,3,1,24,1,0,0
917,2016,2,26,15,2,0,29,3,1,0
918,2016,2,27,13,3,0,9,4,1,2
919,2016,2,27,21,6,1,5,4,0,0
920,2016,2,27,11,5,1,8,3,0,0
921,2016,2,27,20,3,1,10,2,0,0
922,2016,2,27,4,0,0,14,2,1,0
923,2016,2,27,27,1,0,16,4,1,0
924,2016,2,27,25,0,0,17,5,1,0
925,2016,2,27,2,2,0,22,4,1,0
926,2016,2,27,30,1,0,23,4,1,0
927,2016,2,28,14,2,0,1,4,1,0
928,2016,2,28,26,4,1,3,1,0,0
929,2016,2,28,25,5,1,6,2,0,0
930,2016,2,28,29,2,0,7,3,1,0
931,2016,2,28,19,1,0,12,3,1,0
932,2016,2,28,13,1,0,15,3,1,0
933,2016,2,28,24,4,1,28,1,0,0
934,2016,2,29,11,3,1,10,2,0,1
935,2016,2,29,9,1,0,20,2,1,0
936,2016,2,29,5,3,0,22,5,1,0
937,2016,2,29,2,0,0,23,6,1,0
938,2016,2,29,16,2,0,24,6,1,0
939,2016,2,29,26,2,1,27,1,0,0
940,2016,3,1,5,1,0,3,2,1,0
941,2016,3,1,12,2,1,4,1,0,1
942,2016,3,1,8,3,0,15,6,1,0
943,2016,3,1,6,3,1,18,1,0,0
944,2016,3,1,10,3,0,17,5,1,0
945,2016,3,1,25,4,1,21,3,0,2
946,2016,3,1,19,3,1,28,2,0,0
947,2016,3,1,13,3,1,30,2,0,0
948,2016,3,1,23,2,0,29,3,1,0
949,2016,3,2,16,2,0,1,3,1,2
950,2016,3,2,7,5,1,11,2,0,0
951,2016,3,2,27,2,0,29,3,1,0
952,2016,3,3,1,5,1,2,1,0,0
953,2016,3,3,7,2,0,3,4,1,0
954,2016,3,3,5,3,0,4,6,1,0
955,2016,3,3,13,2,0,8,3,1,0
956,2016,3,3,16,2,0,14,3,1,0
957,2016,3,3,18,5,1,17,4,0,1
958,2016,3,3,26,4,1,21,1,0,0
959,2016,3,3,12,4,1,22,0,0,0
960,2016,3,3,20,1,0,23,4,1,0
961,2016,3,3,15,2,1,27,1,0,0
962,2016,3,3,24,3,1,28,2,0,0
963,2016,3,3,19,4,1,30,3,0,1
964,2016,3,4,12,3,0,9,6,1,0
965,2016,3,4,18,2,0,10,4,1,0
966,2016,3,4,20,3,1,29,2,0,0
967,2016,3,5,13,1,0,2,5,1,0
968,2016,3,5,29,2,1,3,1,0,1
969,2016,3,5,15,3,1,4,2,0,2
970,2016,3,5,17,5,1,8,2,0,0
971,2016,3,5,1,3,1,14,2,0,0
972,2016,3,5,9,0,0,22,6,1,0
973,2016,3,5,5,4,1,23,2,0,0
974,2016,3,5,28,4,1,24,2,0,0
975,2016,3,5,6,3,0,26,4,1,1
976,2016,3,5,21,3,1,27,2,0,0
977,2016,3,5,16,2,0,30,4,1,0
978,2016,3,6,11,1,0,7,4,1,0
979,2016,3,6,25,4,1,15,2,0,0
980,2016,3,6,23,6,1,18,1,0,0
981,2016,3,6,19,6,1,20,4,0,0
982,2016,3,6,10,2,1,21,1,0,0
983,2016,3,6,12,2,1,30,1,0,0
984,2016,3,7,29,2,1,1,1,0,2
985,2016,3,7,24,2,1,5,1,0,1
986,2016,3,7,2,1,0,8,3,1,0
987,2016,3,7,3,5,1,13,4,0,1
988,2016,3,7,28,1,0,14,5,1,0
989,2016,3,7,26,2,0,22,4,1,0
990,2016,3,7,4,4,1,27,3,0,2
991,2016,3,8,20,4,1,4,2,0,0
992,2016,3,8,21,3,0,6,4,1,2
993,2016,3,8,11,3,0,9,5,1,0
994,2016,3,8,24,3,1,12,0,0,0
995,2016,3,8,10,3,0,16,4,1,1
996,2016,3,8,23,1,0,19,2,1,0
997,2016,3,8,3,1,1,26,0,0,1
998,2016,3,8,17,4,1,30,2,0,0
999,2016,3,9,17,2,0,5,3,1,1
1000,2016,3,9,1,0,0,8,3,1,0
1001,2016,3,9,29,3,0,14,4,1,1
1002,2016,3,9,7,2,0,25,3,1,2
1003,2016,3,9,19,3,0,27,4,1,2
1004,2016,3,9,2,2,0,28,3,1,1
1005,2016,3,10,6,3,1,3,2,0,1
1006,2016,3,10,30,2,0,11,3,1,0
1007,2016,3,10,21,2,0,13,6,1,0
1008,2016,3,10,12,2,1,15,1,0,0
1009,2016,3,10,4,2,0,16,3,1,0
1010,2016,3,10,18,3,1,24,0,0,0
1011,2016,3,11,23,3,1,9,2,0,0
1012,2016,3,11,2,4,1,5,1,0,0
1013,2016,3,11,7,2,0,10,5,1,0
1014,2016,3,11,1,2,0,25,5,1,0
1015,2016,3,11,22,3,1,26,1,0,0
1016,2016,3,12,19,1,0,3,3,1,0
1017,2016,3,12,6,2,0,4,3,1,1
1018,2016,3,12,25,5,1,10,4,0,1
1019,2016,3,12,20,2,0,11,3,1,1
1020,2016,3,12,2,4,1,12,0,0,0
1021,2016,3,12,22,4,0,13,5,1,2
1022,2016,3,12,18,2,1,14,1,0,1
1023,2016,3,12,15,4,1,16,1,0,0
1024,2016,3,12,27,0,0,21,4,1,0
1025,2016,3,12,29,2,0,24,5,1,0
1026,2016,3,12,17,2,0,28,4,1,0
1027,2016,3,12,8,2,0,30,3,1,0
1028,2016,3,13,26,4,1,9,0,0,0
1029,2016,3,13,27,1,1,11,0,0,0
1030,2016,3,13,23,5,1,20,3,0,0
1031,2016,3,14,18,1,0,1,7,1,0
1032,2016,3,14,25,4,0,5,7,1,0
1033,2016,3,14,14,5,1,7,0,0,0
1034,2016,3,14,17,3,1,12,2,0,0
1035,2016,3,14,13,2,0,19,3,1,0
1036,2016,3,14,30,5,1,28,2,0,0
1037,2016,3,15,14,5,1,10,2,0,0
1038,2016,3,15,13,4,1,16,1,0,0
1039,2016,3,15,15,2,0,21,3,1,1
1040,2016,3,15,11,3,0,22,4,1,0
1041,2016,3,15,19,1,0,23,2,1,2
1042,2016,3,15,3,2,0,24,3,1,0
1043,2016,3,15,26,1,0,27,4,1,0
1044,2016,3,15,6,1,0,29,2,1,1
1045,2016,3,16,20,2,1,1,1,0,0
1046,2016,3,16,16,3,1,4,2,0,1
1047,2016,3,16,30,1,0,5,4,1,0
1048,2016,3,16,22,3,1,7,2,0,0
1049,2016,3,16,25,4,0,12,6,1,0
1050,2016,3,16,8,3,1,28,1,0,0
1051,2016,3,17,24,1,0,2,3,1,0
1052,2016,3,17,11,3,1,9,1,0,0
1053,2016,3,17,26,3,0,10,4,1,0
1054,2016,3,17,20,3,0,14,4,1,1
1055,2016,3,17,15,4,0,18,7,1,0
1056,2016,3,17,19,2,0,17,4,1,0
1057,2016,3,17,6,2,0,23,4,1,0
1058,2016,3,17,13,4,1,27,1,0,0
1059,2016,3,18,3,0,0,1,4,1,0
1060,2016,3,18,21,1,0,4,3,1,0
1061,2016,3,18,8,4,1,5,3,0,2
1062,2016,3,18,28,0,0,12,2,1,0
1063,2016,3,18,7,4,1,30,0,0,0
1064,2016,3,18,17,1,0,29,4,1,0
1065,2016,3,19,26,2,1,2,0,0,0
1066,2016,3,19,18,3,0,9,6,1,0
1067,2016,3,19,19,0,0,10,3,1,0
1068,2016,3,19,11,5,1,13,3,0,0
1069,2016,3,19,3,1,0,14,2,1,0
1070,2016,3,19,6,2,0,15,3,1,2
1071,2016,3,19,16,0,0,21,5,1,0
1072,2016,3,19,23,4,1,22,1,0,0
1073,2016,3,19,20,1,0,24,4,1,0
1074,2016,3,19,4,1,0,27,4,1,0
1075,2016,3,19,25,3,1,28,0,0,0
1076,2016,3,20,15,3,1,7,2,0,2
1077,2016,3,20,8,3,1,12,2,0,0
1078,2016,3,20,5,4,1,16,1,0,0
1079,2016,3,20,9,1,0,18,2,1,0
1080,2016,3,20,29,2,0,23,6,1,0
1081,2016,3,20,2,0,0,24,3,1,0
1082,2016,3,20,1,3,1,30,2,0,1
1083,2016,3,21,14,2,0,17,5,1,0
1084,2016,3,21,22,4,1,19,1,0,0
1085,2016,3,21,13,2,0,20,4,1,0
1086,2016,3,21,5,2,0,27,5,1,0
1087,2016,3,22,12,2,0,2,4,1,0
1088,2016,3,22,4,3,1,6,2,0,0
1089,2016,3,22,22,2,0,9,3,1,2
1090,2016,3,22,10,6,1,7,2,0,0
1091,2016,3,22,14,1,0,15,2,1,0
1092,2016,3,22,1,3,0,16,4,1,0
1093,2016,3,22,29,4,1,21,2,0,0
1094,2016,3,22,25,1,1,24,0,0,0
1095,2016,3,22,11,2,0,26,6,1,0
1096,2016,3,22,28,0,0,30,2,1,0
1097,2016,3,23,21,1,0,19,3,1,0
1098,2016,3,23,3,2,0,20,5,1,0
1099,2016,3,24,10,1,0,2,3,1,0
1100,2016,3,24,13,4,1,3,1,0,0
1101,2016,3,24,6,3,1,9,2,0,0
1102,2016,3,24,22,4,1,8,2,0,0
1103,2016,3,24,16,3,0,11,4,1,0
1104,2016,3,24,5,2,0,15,6,1,0
1105,2016,3,24,28,2,0,17,3,1,2
1106,2016,3,24,18,3,1,23,0,0,0
1107,2016,3,24,12,6,1,24,3,0,0
1108,2016,3,24,1,5,0,27,6,1,1
1109,2016,3,24,14,1,0,30,4,1,0
1110,2016,3,25,29,1,1,18,0,0,1
1111,2016,3,25,28,0,0,25,4,1,0
1112,2016,3,25,19,4,0,26,7,1,0
1113,2016,3,26,22,1,0,2,2,1,0
1114,2016,3,26,30,2,0,4,3,1,0
1115,2016,3,26,19,4,1,6,3,0,1
1116,2016,3,26,7,4,1,5,1,0,0
1117,2016,3,26,15,4,1,8,0,0,0
1118,2016,3,26,23,7,1,11,2,0,0
1119,2016,3,26,12,4,0,14,6,1,0
1120,2016,3,26,20,5,1,16,2,0,0
1121,2016,3,26,9,1,0,17,5,1,0
1122,2016,3,26,1,4,1,21,3,0,1
1123,2016,3,26,10,4,1,24,2,0,0
1124,2016,3,26,13,5,1,26,2,0,0
1125,2016,3,26,3,3,1,27,1,0,0
1126,2016,3,26,25,4,1,29,0,0,0
1127,2016,3,27,18,2,0,6,3,1,0
1128,2016,3,27,23,3,1,20,2,0,1
1129,2016,3,27,7,3,1,28,2,0,0
1130,2016,3,28,5,5,1,2,2,0,0
1131,2016,3,28,4,2,0,11,3,1,0
1132,2016,3,28,1,2,1,12,1,0,0
1133,2016,3,28,8,4,1,17,3,0,0
1134,2016,3,28,30,2,0,22,3,1,1
1135,2016,3,28,14,2,0,24,5,1,0
1136,2016,3,28,27,0,0,26,3,1,0
1137,2016,3,28,9,1,0,29,4,1,0
1138,2016,3,29,17,,,10,,,
1139,2016,3,29,27,,,13,,,
1140,2016,3,29,7,,,15,,,
1141,2016,3,29,11,,,16,,,
1142,2016,3,29,3,,,18,,,
1143,2016,3,29,6,,,19,,,
1144,2016,3,29,4,,,23,,,
1145,2016,3,29,8,,,25,,,
1146,2016,3,29,24,,,28,,,
1147,2016,3,30,5,,,1,,,
1148,2016,3,30,29,,,22,,,
1149,2016,3,30,21,,,30,,,
1150,2016,3,31,27,,,4,,,
1151,2016,3,31,20,,,6,,,
1152,2016,3,31,2,,,10,,,
1153,2016,3,31,18,,,13,,,
1154,2016,3,31,5,,,14,,,
1155,2016,3,31,21,,,15,,,
1156,2016,3,31,9,,,19,,,
1157,2016,3,31,17,,,23,,,
1158,2016,3,31,28,,,24,,,
1159,2016,3,31,16,,,26,,,
1160,2016,4,1,28,,,1,,,
1161,2016,4,1,29,,,8,,,
1162,2016,4,1,15,,,11,,,
1163,2016,4,1,3,,,25,,,
1164,2016,4,1,7,,,30,,,
1165,2016,4,2,29,,,2,,,
1166,2016,4,2,9,,,6,,,
1167,2016,4,2,5,,,12,,,
1168,2016,4,2,16,,,13,,,
1169,2016,4,2,10,,,14,,,
1170,2016,4,2,24,,,17,,,
1171,2016,4,2,23,,,19,,,
1172,2016,4,2,4,,,20,,,
1173,2016,4,2,21,,,22,,,
1174,2016,4,2,18,,,26,,,
1175,2016,4,2,11,,,27,,,
1176,2016,4,3,10,,,1,,,
1177,2016,4,3,3,,,7,,,
1178,2016,4,3,25,,,8,,,
1179,2016,4,3,22,,,23,,,
1180,2016,4,3,15,,,30,,,
1181,2016,4,4,20,,,9,,,
1182,2016,4,4,26,,,19,,,
1183,2016,4,4,2,,,25,,,
1184,2016,4,4,13,,,27,,,
1185,2016,4,4,14,,,28,,,
1186,2016,4,5,30,,,1,,,
1187,2016,4,5,6,,,3,,,
1188,2016,4,5,14,,,5,,,
1189,2016,4,5,2,,,7,,,
1190,2016,4,5,24,,,15,,,
1191,2016,4,5,13,,,16,,,
1192,2016,4,5,4,,,18,,,
1193,2016,4,5,8,,,17,,,
1194,2016,4,5,26,,,20,,,
1195,2016,4,5,23,,,21,,,
1196,2016,4,5,19,,,29,,,
1197,2016,4,6,22,,,11,,,
1198,2016,4,6,28,,,12,,,
1199,2016,4,6,9,,,27,,,
1200,2016,4,7,11,,,3,,,
1201,2016,4,7,16,,,6,,,
1202,2016,4,7,28,,,5,,,
1203,2016,4,7,25,,,7,,,
1204,2016,4,7,8,,,10,,,
1205,2016,4,7,1,,,14,,,
1206,2016,4,7,26,,,18,,,
1207,2016,4,7,2,,,17,,,
1208,2016,4,7,19,,,20,,,
1209,2016,4,7,13,,,21,,,
1210,2016,4,7,27,,,22,,,
1211,2016,4,7,30,,,24,,,
1212,2016,4,7,23,,,29,,,
1213,2016,4,8,9,,,4,,,
1214,2016,4,9,21,,,3,,,
1215,2016,4,9,7,,,9,,,
1216,2016,4,9,1,,,8,,,
1217,2016,4,9,17,,,10,,,
1218,2016,4,9,6,,,13,,,
1219,2016,4,9,30,,,14,,,
1220,2016,4,9,5,,,15,,,
1221,2016,4,9,26,,,16,,,
1222,2016,4,9,27,,,18,,,
1223,2016,4,9,4,,,19,,,
1224,2016,4,9,11,,,20,,,
1225,2016,4,9,23,,,22,,,
1226,2016,4,9,2,,,24,,,
1227,2016,4,9,29,,,25,,,
1228,2016,4,9,12,,,28,,,
1229,2016,4,10,22,,,19,,,
1230,2016,4,10,1,,,29,,,